Applicant Id,Applicant Name,CGPA,GRE,TOEFL,IELTS,Research,Degree_ID,Universities Applied,CID
10002021,Vonceil,7.9,312,107,9,1,DL3,3,CU46
10002022,Willine,8.4,325,114,9,0,DL3,4,CU58
10002023,Willma,9.5,328,116,8.5,1,DL3,5,CU40
10002024,Wyoma,9.7,334,119,6.5,1,DL3,5,CU77
10002025,Ardyth,9.8,336,119,8,1,DL3,5,CU58
10002026,Arlee,9.6,340,120,9,1,DL1,5,CU67
10002027,Armelia,8.8,322,109,8,0,DL1,5,CU90
10002028,Babe,7.5,298,98,7,1,DL3,2,CU16
10002029,Blanca,7.2,295,93,7,0,DL1,1,CU70
10002030,Buena,7.3,310,99,6,0,DL2,2,CU14
10002031,Burma,8.1,300,97,8.5,1,DL3,2,CU59
10002032,Carline,8.3,327,103,6.5,1,DL3,3,CU83
10002033,Cary,9.4,338,118,6,1,DL3,4,CU66
10002034,Charolette,9.6,340,114,6,1,DL1,5,CU17
10002035,Chieko,9.8,331,112,7.5,1,DL1,5,CU40
10002036,Clovis,9.2,320,110,8,1,DL3,5,CU47
10002037,Congetta,8.4,299,106,6.5,0,DL3,2,CU42
10002038,Dalia,7.8,300,105,6.5,0,DL1,1,CU86
10002039,Dema,7.5,304,105,6,0,DL2,1,CU17
10002040,Despina,7.7,307,108,6,0,DL3,2,CU67
10002041,Dorsey,8,308,110,6,1,DL2,3,CU37
10002042,Doshie,8.2,316,105,9,1,DL3,2,CU64
10002043,Earla,8.5,313,107,7.5,1,DL2,2,CU62
10002044,Edris,9.1,332,117,6.5,0,DL2,4,CU60
10002045,Ellouise,9.4,326,113,9,1,DL3,5,CU9
10002046,Ellyn,9.1,322,110,6.5,1,DL3,5,CU43
10002047,Eusebia,9.3,329,114,8,1,DL1,5,CU8
10002048,Evelynne,9.7,339,119,8,0,DL1,5,CU15
10002049,Felicita,8.85,321,110,9,1,DL1,3,CU91
10002050,Florentina,8.4,327,111,6.5,1,DL1,4,CU30
10002051,France,8.3,313,98,8,1,DL3,3,CU52
10002052,Gearldean,7.9,312,100,8,1,DL3,2,CU63
10002053,Genieve,8,334,116,6,1,DL3,4,CU90
10002054,Geraldyne,8.1,324,112,8,1,DL2,4,CU95
10002055,Gilberta,8,322,110,7.5,0,DL1,3,CU20
10002056,Gladies,7.7,320,103,7.5,0,DL2,3,CU24
10002057,Glory,7.4,316,102,7,0,DL2,3,CU90
10002058,Henriette,7.6,298,99,8,0,DL2,2,CU70
10002059,Henryetta,6.8,300,99,9,1,DL1,1,CU32
10002060,Hollie,8.3,311,104,8,0,DL3,2,CU38
10002061,Icy,8.1,309,100,6.5,0,DL2,2,CU31
10002062,Ignacia,8.2,307,101,6,0,DL1,3,CU54
10002063,Ilona,8.2,304,105,7.5,1,DL1,2,CU16
10002064,Inga,8.5,315,107,9,1,DL1,2,CU3
10002065,Irmgard,8.7,325,111,8,0,DL3,3,CU51
10002066,Johnnye,8.92,325,112,8.5,0,DL1,4,CU86
10002067,Junior,9.02,327,114,9,0,DL2,3,CU44
10002068,Katrina,8.64,316,107,8.5,1,DL1,2,CU21
10002069,Kittie,9.22,318,109,6.5,1,DL3,3,CU27
10002070,Lannie,9.16,328,115,9,1,DL3,4,CU6
10002071,Larraine,9.64,332,118,7.5,1,DL2,5,CU58
10002072,Levada,9.76,336,112,7,1,DL1,5,CU63
10002073,Lillia,9.45,321,111,7,1,DL1,5,CU27
10002074,Lorita,9.04,314,108,7,1,DL2,4,CU35
10002075,Marjean,8.9,314,106,6.5,0,DL3,3,CU3
10002076,Maryetta,8.56,329,114,6.5,1,DL2,2,CU26
10002077,Noel,8.72,327,112,8,1,DL3,3,CU81
10002078,Odella,8.22,301,99,6,0,DL1,2,CU2
10002079,Otelia,7.54,296,95,6,1,DL2,2,CU4
10002080,Paulyne,7.36,294,93,7,0,DL3,1,CU10
10002081,Rea,8.02,312,105,7.5,1,DL1,3,CU73
10002082,Robertha,9.5,340,120,7,1,DL3,4,CU31
10002083,Roland,9.22,320,110,6,1,DL3,5,CU20
10002084,Ronald,9.36,322,115,6,1,DL2,5,CU36
10002085,Rosalea,9.45,340,115,6.5,1,DL1,5,CU42
10002086,Rosemond,8.66,319,103,8,0,DL3,4,CU25
10002087,Rosy,8.42,315,106,7.5,0,DL2,3,CU1
10002088,Sammy,8.28,317,107,8,0,DL1,2,CU58
10002089,Vela,8.14,314,108,6.5,0,DL2,3,CU17
10002090,Vira,8.76,316,109,8.5,1,DL2,4,CU10
10002091,Voncille,7.92,318,106,8,1,DL3,2,CU5
10002092,Warren,7.66,299,97,7,0,DL2,3,CU37
10002093,Wilhelmenia,8.03,298,98,7.5,0,DL1,2,CU66
10002094,Abby,7.88,301,97,6,1,DL3,2,CU38
10002095,Alex,7.66,303,99,7,0,DL2,3,CU96
10002096,Allegra,7.84,304,100,9,0,DL3,4,CU49
10002097,Ardythe,8,306,100,7,0,DL1,2,CU35
10002098,Argie,8.96,331,120,9,1,DL1,3,CU54
10002099,Arliss,9.24,332,119,7.5,1,DL1,4,CU8
10002100,Arnold,8.88,323,113,7,1,DL3,3,CU67
10002101,Beryle,8.46,322,107,6.5,1,DL2,3,CU18
10002102,Betsey,8.12,312,105,9,0,DL3,2,CU87
10002103,Bobette,8.25,314,106,7.5,0,DL1,2,CU92
10002104,Brownie,8.47,317,104,9,0,DL2,2,CU97
10002105,Buna,9.05,326,112,6,1,DL3,3,CU22
10002106,Caldonia,8.78,316,110,8,1,DL2,3,CU85
10002107,Carley,9.18,329,111,6,1,DL1,4,CU2
10002108,Cecille,9.46,338,117,7.5,1,DL3,4,CU69
10002109,Chester,9.38,331,116,6.5,1,DL1,5,CU43
10002110,Clarene,8.64,304,103,7.5,0,DL2,5,CU4
10002111,Clotilde,8.48,305,108,7.5,0,DL1,5,CU21
10002112,Davis,8.68,321,109,6,1,DL1,4,CU39
10002113,Deana,8.34,301,107,7.5,1,DL2,3,CU73
10002114,Deane,8.56,320,110,6.5,0,DL3,2,CU10
10002115,Dianne,8.45,311,105,6.5,1,DL3,3,CU13
10002116,Donella,9.04,310,106,7,1,DL3,4,CU83
10002117,Donis,8.62,299,102,9,0,DL1,3,CU51
10002118,Doreatha,7.46,290,104,8,0,DL2,4,CU9
10002119,Dorice,7.28,296,99,8.5,0,DL2,2,CU68
10002120,Ellene,8.84,327,104,9,1,DL1,5,CU90
10002121,Ellis,9.56,335,117,6,1,DL3,5,CU54
10002122,Estel,9.48,334,119,6.5,1,DL2,5,CU14
10002123,Faustina,8.36,310,106,6.5,0,DL1,4,CU70
10002124,Fayetta,8.22,308,108,8.5,0,DL1,3,CU28
10002125,Florabelle,8.47,301,106,8,0,DL1,4,CU1
10002126,Francies,8.66,300,100,7.5,1,DL1,3,CU65
10002127,Gaetana,9.32,323,113,8,1,DL3,3,CU55
10002128,Genevie,8.71,319,112,8,1,DL2,3,CU14
10002129,Graciela,9.1,326,112,9,1,DL2,3,CU15
10002130,Harue,9.35,333,118,8.5,1,DL1,5,CU76
10002131,Herma,9.76,339,114,9,1,DL2,5,CU61
10002132,Homer,8.65,303,105,7.5,0,DL2,5,CU84
10002133,Johnsie,8.56,309,105,6.5,0,DL1,5,CU95
10002134,Katheryne,8.78,323,112,8.5,0,DL3,5,CU43
10002135,Kimiko,9.28,333,113,9,1,DL3,5,CU22
10002136,Laveda,8.77,314,109,8.5,1,DL1,4,CU11
10002137,Lorelei,8.45,312,103,6.5,0,DL1,3,CU89
10002138,Lovenia,8.16,316,100,8.5,1,DL1,2,CU35
10002139,Loyola,9.08,326,116,6.5,1,DL2,2,CU59
10002140,Lucienne,9.12,318,109,9,0,DL3,1,CU46
10002141,Madgie,9.15,329,110,8.5,1,DL2,2,CU31
10002142,Marcela,9.36,332,118,9,1,DL2,2,CU64
10002143,Margaree,9.44,331,115,8,1,DL3,5,CU28
10002144,Margree,9.92,340,120,9,1,DL1,4,CU25
10002145,Marijane,8.96,325,112,8,1,DL3,2,CU59
10002146,Maryon,8.64,320,113,7.5,1,DL1,2,CU2
10002147,Marzella,8.48,315,105,6.5,0,DL1,3,CU38
10002148,Maxene,9.11,326,114,6,1,DL2,3,CU59
10002149,Mertice,9.8,339,116,8,1,DL2,4,CU60
10002150,Montez,8.26,311,106,6.5,1,DL2,2,CU13
10002151,Murlene,9.43,334,114,8,1,DL1,4,CU15
10002152,Netta,9.28,332,116,6,1,DL2,5,CU90
10002153,Nonnie,9.06,321,112,8,1,DL2,5,CU84
10002154,Olena,8.75,324,105,8.5,0,DL2,3,CU74
10002155,Oneda,8.89,326,108,7,0,DL3,3,CU90
10002156,Oretha,8.69,312,109,6,0,DL3,3,CU23
10002157,Pearley,8.34,315,105,7,0,DL1,3,CU1
10002158,Ricarda,8.26,309,104,7.5,0,DL3,2,CU51
10002159,Soila,8.14,306,106,6,0,DL1,2,CU36
10002160,Teodora,7.9,297,100,6.5,0,DL2,1,CU33
10002161,Theressa,7.86,315,103,9,0,DL1,1,CU36
10002162,Tomie,7.46,298,99,7.5,0,DL1,1,CU47
10002163,Tonie,8.5,318,109,6,0,DL2,3,CU39
10002164,Valma,8.56,317,105,6.5,0,DL1,3,CU58
10002165,Wauneta,9.01,329,111,6.5,1,DL1,4,CU3
10002166,Willowdean,8.97,322,110,7,0,DL2,5,CU44
10002167,Wynema,8.33,302,102,9,0,DL1,3,CU84
10002168,Zelpha,8.27,313,102,6,0,DL1,3,CU76
10002169,Almira,7.8,293,97,8,1,DL3,2,CU70
10002170,Anice,7.98,311,99,7.5,0,DL3,2,CU81
10002171,Antonio,8.04,312,101,6,1,DL2,2,CU43
10002172,Ardena,9.07,334,117,7,1,DL2,5,CU74
10002173,Ardene,9.13,322,110,6.5,1,DL1,4,CU55
10002174,Arnita,9.23,323,113,8.5,1,DL3,4,CU21
10002175,Artha,8.97,321,111,9,1,DL2,4,CU20
10002176,Artis,8.87,320,111,6,1,DL1,4,CU59
10002177,Belinda,9.16,329,119,6,1,DL2,4,CU55
10002178,Bernarda,9.04,319,110,8.5,0,DL3,3,CU17
10002179,Berneda,8.12,309,108,7,0,DL3,3,CU42
10002180,Bettina,8.27,307,102,8,0,DL3,3,CU38
10002181,Camella,8.16,300,104,9,0,DL2,3,CU58
10002182,Cathy,8.42,305,107,6,0,DL1,2,CU57
10002183,Cecily,7.88,299,100,6.5,0,DL1,2,CU95
10002184,Claudette,8.8,314,110,7.5,0,DL1,3,CU76
10002185,Cleva,8.32,316,106,8.5,0,DL1,2,CU78
10002186,Clotilda,9.11,327,113,7.5,1,DL1,4,CU23
10002187,Columbia,8.68,317,107,6,1,DL2,3,CU33
10002188,Cresencia,9.44,335,118,7,1,DL1,5,CU83
10002189,Daphna,9.36,331,115,7.5,1,DL3,5,CU63
10002190,Dellie,9.08,324,112,8,1,DL1,5,CU79
10002191,Dessa,9.16,324,111,7.5,1,DL2,5,CU26
10002192,Donelda,8.98,323,110,6,1,DL2,5,CU36
10002193,Edell,8.94,322,114,7.5,1,DL2,5,CU53
10002194,Elizbeth,9.53,336,118,7,1,DL2,5,CU96
10002195,Erika,8.76,316,109,6.5,0,DL2,3,CU26
10002196,Erva,8.52,307,107,8,1,DL1,2,CU37
10002197,Evonne,8.26,306,105,8.5,0,DL3,2,CU33
10002198,Fawn,8.33,310,106,8,0,DL1,2,CU67
10002199,Feliciana,8.43,311,104,8,0,DL2,3,CU93
10002200,Florencia,8.69,313,107,6.5,0,DL1,3,CU3
10002201,Floyce,8.54,317,103,7.5,1,DL1,3,CU38
10002202,Geneve,8.46,315,110,8,1,DL1,2,CU91
10002203,Hedy,9.91,340,120,8.5,1,DL3,5,CU17
10002204,Hugh,9.87,334,120,9,1,DL1,5,CU41
10002205,Idelle,8.54,298,105,6,0,DL1,3,CU36
10002206,Jacquline,7.65,295,99,6.5,0,DL2,2,CU27
10002207,Janett,7.89,315,99,6,0,DL3,2,CU8
10002208,Junie,8.02,310,102,6,1,DL3,3,CU41
10002209,Laila,8.16,305,106,6,0,DL3,2,CU77
10002210,Lavonna,8.12,301,104,6,1,DL3,3,CU24
10002211,Leonie,9.06,325,108,6,1,DL1,4,CU3
10002212,Lethia,9.14,328,110,7,1,DL2,4,CU76
10002213,Lilie,9.66,338,120,6,1,DL1,4,CU65
10002214,Lubertha,9.78,333,119,6,1,DL2,5,CU38
10002215,Lurene,9.42,331,117,7,1,DL1,4,CU30
10002216,Lyle,9.36,330,116,6,1,DL2,5,CU2
10002217,Marcell,9.26,322,112,9,1,DL3,4,CU79
10002218,Margareta,9.13,321,109,6.5,1,DL1,4,CU5
10002219,Mari,8.97,324,110,9,1,DL3,4,CU19
10002220,Marquita,8.42,312,104,7,0,DL2,3,CU50
10002221,Maryjo,8.75,313,103,8.5,0,DL2,3,CU17
10002222,Marylu,8.56,316,110,9,0,DL2,3,CU30
10002223,Mearl,8.79,324,113,7,0,DL1,4,CU46
10002224,Merrilyn,8.45,308,109,8.5,0,DL2,2,CU78
10002225,Minnette,8.23,305,105,7.5,0,DL2,2,CU23
10002226,Miyoko,8.03,296,99,8.5,0,DL3,2,CU53
10002227,Monette,8.45,306,110,8.5,0,DL2,2,CU34
10002228,Nelly,8.53,312,110,7,0,DL3,2,CU85
10002229,Nelwyn,8.67,318,112,6.5,0,DL1,3,CU89
10002230,Nilda,9.01,324,111,8.5,1,DL2,4,CU26
10002231,Noemi,8.65,313,104,9,0,DL1,3,CU4
10002232,Nonie,8.33,319,106,7.5,1,DL3,3,CU62
10002233,Normalee,8.27,312,107,8,0,DL1,2,CU51
10002234,Nyda,8.07,304,100,9,0,DL2,2,CU89
10002235,Odessia,9.31,330,113,7.5,1,DL1,5,CU92
10002236,Oralee,9.23,326,111,9,1,DL3,5,CU38
10002237,Ovella,9.17,325,112,8,1,DL3,4,CU51
10002238,Percy,9.19,329,114,7.5,1,DL1,5,CU87
10002239,Racheal,8.37,310,104,6.5,0,DL3,3,CU97
10002240,Raye,7.89,299,100,6.5,0,DL1,1,CU84
10002241,Rebekah,7.68,296,101,7.5,0,DL2,1,CU39
10002242,Reyes,8.15,317,103,6,0,DL1,2,CU75
10002243,Ronnie,8.76,324,115,8,1,DL1,3,CU65
10002244,Royce,9.04,325,114,8,1,DL1,3,CU30
10002245,Saddie,8.56,314,107,9,0,DL2,2,CU11
10002246,Sandy,9.02,328,110,6,1,DL2,4,CU89
10002247,Serafina,8.73,316,105,8.5,0,DL3,3,CU52
10002248,Vanda,8.48,311,104,6.5,0,DL2,2,CU36
10002249,Verlee,8.87,324,110,7,1,DL2,3,CU96
10002250,Virda,8.83,321,111,8,1,DL3,3,CU18
10002251,Wallace,8.57,320,104,6,1,DL1,3,CU16
10002252,Wanna,9,316,99,8.5,0,DL3,2,CU17
10002253,Wylene,8.54,318,100,7.5,1,DL3,2,CU41
10002254,Zeola,9.68,335,115,8.5,1,DL2,4,CU97
10002255,Adda,9.12,321,114,8,0,DL3,4,CU28
10002256,Alena,8.37,307,110,7,0,DL3,4,CU53
10002257,America,8.56,309,99,6,0,DL1,3,CU30
10002258,Angelene,8.64,324,100,7.5,1,DL1,3,CU94
10002259,Aphrodite,8.76,326,102,9,1,DL1,4,CU64
10002260,Ardie,9.34,331,119,7.5,1,DL1,4,CU12
10002261,Armanda,9.13,327,108,6.5,1,DL1,5,CU79
10002262,Arminta,8.09,312,104,6.5,0,DL2,3,CU93
10002263,Avanelle,8.36,308,103,8,1,DL3,2,CU2
10002264,Belvia,8.79,324,111,6,1,DL2,3,CU64
10002265,Ben,8.76,325,110,7,1,DL3,2,CU26
10002266,Bernadean,8.68,313,102,9,0,DL1,3,CU50
10002267,Bethany,8.45,312,105,8,0,DL3,2,CU55
10002268,Bettyann,8.17,314,107,6.5,1,DL2,3,CU75
10002269,Bettyjo,9.14,327,113,6.5,0,DL1,4,CU24
10002270,Candace,8.34,308,108,8.5,0,DL3,4,CU55
10002271,Charlcie,8.22,306,105,8.5,1,DL3,2,CU79
10002272,Christa,7.86,299,96,7.5,0,DL3,2,CU73
10002273,Chrystal,7.64,294,95,8.5,0,DL1,1,CU88
10002274,Clela,8.01,312,99,6,1,DL2,1,CU25
10002275,Conception,7.95,315,100,8,0,DL1,1,CU25
10002276,Corliss,8.96,322,110,8,1,DL3,3,CU30
10002277,Deanna,9.45,329,113,8.5,1,DL1,5,CU52
10002278,Eila,8.62,320,101,7,0,DL3,2,CU5
10002279,Ellar,8.49,308,103,8.5,0,DL1,2,CU51
10002280,Elmina,8.73,304,102,7,0,DL1,2,CU30
10002281,Elner,8.64,311,102,7,1,DL1,3,CU85
10002282,Eria,9.11,317,110,8.5,1,DL2,3,CU22
10002283,Eulalie,8.79,312,106,8.5,1,DL2,3,CU49
10002284,Evelynn,8.9,321,111,7.5,1,DL3,3,CU26
10002285,Everlean,9.66,340,112,8,1,DL2,4,CU61
10002286,Everlyn,9.26,331,116,9,1,DL3,5,CU23
10002287,Foy,9.19,336,118,7,1,DL2,5,CU93
10002288,Glee,9.08,324,114,8,1,DL2,5,CU43
10002289,Glena,9.02,314,104,6.5,0,DL1,4,CU56
10002290,Guinevere,9,313,109,6,0,DL2,3,CU17
10002291,Gweneth,7.65,307,105,7,0,DL1,2,CU86
10002292,Helga,7.87,300,102,9,0,DL1,2,CU48
10002293,Hilaria,7.97,302,99,8,0,DL1,2,CU37
10002294,Honor,8.18,312,98,9,1,DL3,1,CU49
10002295,Inis,8.32,316,101,9,1,DL3,2,CU87
10002296,Jerome,8.57,317,100,7,0,DL3,2,CU10
10002297,Joetta,8.67,310,107,7,0,DL1,3,CU13
10002298,Joline,9.11,320,120,9,0,DL1,3,CU63
10002299,Juanice,9.24,330,114,7,1,DL2,3,CU78
10002300,Lauraine,8.65,305,112,9,0,DL1,3,CU78
10002301,Leana,8,309,106,7.5,0,DL2,2,CU92
10002302,Libbie,8.76,319,108,7,0,DL2,2,CU42
10002303,Lillis,8.45,322,105,6.5,1,DL1,2,CU78
10002304,Loleta,8.55,323,107,9,1,DL2,3,CU5
10002305,Lorane,8.43,313,106,8,0,DL1,2,CU96
10002306,Lurlean,8.8,321,109,9,1,DL3,3,CU44
10002307,Madelaine,9.1,323,110,8,1,DL1,3,CU14
10002308,Marceil,9,325,112,9,1,DL3,4,CU91
10002309,Marrie,8.53,312,108,7.5,0,DL1,3,CU17
10002310,Merlin,8.6,308,110,9,0,DL1,4,CU49
10002311,Metta,8.74,320,104,6.5,1,DL1,3,CU77
10002312,Mettie,9.18,328,108,6.5,1,DL2,4,CU13
10002313,Nana,9,311,107,6.5,1,DL1,4,CU72
10002314,Nelta,8.04,301,100,9,0,DL3,3,CU12
10002315,Noralee,8.13,305,105,7.5,0,DL2,2,CU87
10002316,Odelle,8.07,308,104,6.5,0,DL2,2,CU71
10002317,Odile,7.86,298,101,6.5,0,DL1,2,CU27
10002318,Orla,8.01,300,99,7.5,0,DL2,1,CU93
10002319,Patrice,8.8,324,111,6,1,DL3,3,CU68
10002320,Petrina,8.69,327,113,7,1,DL1,4,CU48
10002321,Phillip,8.5,317,106,8.5,1,DL1,3,CU76
10002322,Regena,8.44,323,104,8.5,1,DL1,3,CU77
10002323,Rudell,8.27,314,107,6,0,DL1,2,CU44
10002324,Shelia,8.18,305,102,8,0,DL1,2,CU41
10002325,Sina,8.33,315,104,9,0,DL1,3,CU21
10002326,Suzanna,9.14,326,116,7.5,1,DL2,3,CU58
10002327,Sylvester,8.02,299,100,6.5,0,DL1,3,CU78
10002328,Theora,7.86,295,101,7.5,0,DL2,2,CU24
10002329,Tracy,8.77,324,112,7,1,DL1,4,CU67
10002330,Valetta,7.89,297,96,6,0,DL2,2,CU97
10002331,Vannie,8.66,327,113,8,1,DL1,3,CU53
10002332,Vara,8.12,311,105,7,1,DL1,2,CU28
10002333,Vassie,8.21,308,106,9,1,DL3,3,CU53
10002334,Veryl,8.54,319,108,7.5,1,DL1,3,CU89
10002335,Wendy,8.65,312,107,6,1,DL2,4,CU73
10002336,Willodene,9.11,325,111,6.5,1,DL2,4,CU8
10002337,Zana,8.79,319,110,9,0,DL2,3,CU72
10002338,Adriana,9.47,332,118,9,1,DL3,5,CU43
10002339,Alwilda,8.74,323,108,7.5,1,DL2,5,CU83
10002340,Anastacia,8.66,324,107,8.5,1,DL1,5,CU34
10002341,Annmarie,8.46,312,107,8,1,DL2,3,CU7
10002342,April,8.76,326,110,8,1,DL1,3,CU66
10002343,Aretha,8.24,308,106,7,0,DL3,3,CU39
10002344,Avie,8.13,305,103,7,0,DL3,2,CU97
10002345,Avonelle,7.34,295,96,8,0,DL1,2,CU82
10002346,Azzie,7.43,316,98,8.5,0,DL1,1,CU41
10002347,Bettylee,7.64,304,97,9,0,DL3,2,CU14
10002348,Beverlie,7.34,299,94,7,0,DL2,1,CU40
10002349,Blonnie,7.25,302,99,7.5,0,DL2,1,CU71
10002350,Carnell,8.04,313,101,6.5,0,DL3,3,CU31
10002351,Chris,8.27,318,107,7.5,1,DL3,3,CU89
10002352,Claretha,8.67,325,110,7.5,1,DL2,4,CU40
10002353,Claudene,8.06,303,100,6.5,1,DL1,2,CU22
10002354,Climmie,8.17,300,102,6.5,0,DL1,3,CU12
10002355,Cloteal,7.67,297,98,8,0,DL1,2,CU41
10002356,Corena,8.12,317,106,9,0,DL3,2,CU76
10002357,Dan,8.77,327,109,8.5,1,DL1,3,CU45
10002358,Demetria,7.89,301,104,8,1,DL2,2,CU43
10002359,Dennis,7.64,314,105,6,0,DL1,2,CU22
10002360,Dorathea,8.44,321,107,6,0,DL1,2,CU1
10002361,Douglas,8.64,322,110,9,1,DL3,3,CU56
10002362,Earnest,9.54,334,116,8,1,DL2,4,CU53
10002363,Electa,9.23,338,115,7,1,DL1,5,CU50
10002364,Elfriede,8.36,306,103,8,0,DL2,2,CU84
10002365,Elnore,8.9,313,102,7,1,DL1,3,CU17
10002366,Emmajean,9.17,330,114,7,1,DL1,4,CU6
10002367,Erin,8.34,320,104,8.5,1,DL2,3,CU79
10002368,Ermelinda,7.46,311,98,6,0,DL1,1,CU23
10002369,Ermine,7.88,298,92,8,0,DL3,1,CU13
10002370,Eufemia,8.03,301,98,7.5,1,DL1,1,CU36
10002371,Evia,8.24,310,103,8.5,0,DL1,2,CU71
10002372,Florita,9.22,324,110,8,1,DL1,3,CU10
10002373,Georgann,9.62,336,119,6,1,DL1,4,CU54
10002374,Geraline,8.54,321,109,9,1,DL2,3,CU48
10002375,Gilbert,7.65,315,105,8.5,0,DL2,2,CU97
10002376,Glada,7.66,304,101,8.5,0,DL3,2,CU34
10002377,Gwyneth,7.43,297,96,9,0,DL1,2,CU41
10002378,Hellon,7.56,290,100,7.5,0,DL3,1,CU6
10002379,Honora,7.65,303,98,8.5,0,DL2,1,CU81
10002380,Huldah,8.43,311,99,7.5,1,DL1,1,CU27
10002381,Idabelle,8.84,322,104,6.5,1,DL2,3,CU25
10002382,Ilse,8.67,319,105,9,1,DL2,3,CU23
10002383,Ireta,9.15,324,110,6,1,DL2,4,CU10
10002384,Jacqualine,8.26,300,100,7.5,0,DL1,3,CU74
10002385,Jacquetta,9.74,340,113,6.5,1,DL3,4,CU30
10002386,Jimmye,9.82,335,117,6,1,DL1,5,CU29
10002387,Juliann,7.96,302,101,8,0,DL2,2,CU94
10002388,Kizzie,8.1,307,105,9,0,DL1,2,CU74
10002389,Laree,7.8,296,97,6,0,DL1,2,CU4
10002390,Littie,8.44,320,108,8.5,1,DL1,3,CU89
10002391,Lodema,8.24,314,102,9,0,DL2,2,CU7
10002392,Lorrain,8.65,318,106,9,0,DL2,3,CU3
10002393,Lotus,9.12,326,112,6,1,DL2,4,CU37
10002394,Loula,8.76,317,104,8,0,DL3,2,CU77
10002395,Lovena,9.23,329,111,6.5,1,DL3,4,CU30
10002396,Lucilla,9.04,324,110,8,1,DL2,3,CU56
10002397,Maeola,9.11,325,107,6,1,DL2,3,CU61
10002398,Marget,9.45,330,116,6,1,DL3,4,CU80
10002399,Marguerita,8.78,312,103,8.5,0,DL3,3,CU2
10002400,Marline,9.66,333,117,8,1,DL1,4,CU29
10002401,Maymie,9.65,337,118,8.5,1,DL2,4,CU30
10002402,Mela,8.87,324,107,8,1,DL1,4,CU29
10002403,Michele,8,316,104,6,1,DL1,3,CU97
10002404,Murielle,8.67,322,110,9,1,DL3,3,CU51
10002405,Murline,8.21,314,103,6.5,0,DL3,2,CU29
10002406,Nadyne,9.34,330,115,8,1,DL3,5,CU93
10002407,Nealie,8.2,321,109,9,1,DL2,3,CU1
10002408,Neita,7.9,308,101,7.5,0,DL3,2,CU87
10002409,Nolia,8,302,102,6,0,DL3,1,CU1
10002410,Oris,8.6,323,108,7.5,0,DL2,3,CU94
10002411,Parthenia,8.4,325,106,7.5,1,DL1,3,CU8
10002412,Philomene,9,327,111,9,1,DL3,4,CU88
10002413,Phylliss,9.1,328,112,9,1,DL3,4,CU26
10002414,Rheta,8,307,109,8.5,1,DL3,3,CU95
10002415,Robena,8.2,311,104,9,1,DL1,3,CU10
10002416,Rosann,8.3,314,105,8.5,0,DL1,3,CU40
10002417,Sherrie,8.7,317,107,6,0,DL1,3,CU40
10002418,Simonne,8,319,106,7.5,1,DL2,3,CU42
10002419,Thais,8.8,318,110,7.5,0,DL1,3,CU15
10002420,Theadora,8.5,303,102,9,0,DL1,3,CU6
10002421,Tinnie,7.9,312,107,9,1,DL3,3,CU97
10002422,Valarie,8.4,325,114,7,0,DL3,4,CU36
10002423,Valeda,9.5,328,116,9,1,DL1,5,CU67
10002424,Verlyn,9.7,334,119,9,1,DL2,5,CU42
10002425,Victor,9.8,336,119,9,1,DL1,5,CU49
10002426,Virdie,9.6,340,120,8,1,DL2,5,CU39
10002427,Wilhelmena,8.8,322,109,6,0,DL1,5,CU68
10002428,Willo,7.5,298,98,8,1,DL1,2,CU72
10002429,Zelphia,7.2,295,93,8,0,DL3,1,CU28
10002430,Zeta,7.3,310,99,7.5,0,DL2,2,CU85
10002431,Zilpha,8.1,300,97,6,1,DL1,2,CU92
10002432,Adrian,8.3,327,103,6.5,1,DL2,3,CU94
10002433,Agapita,9.4,338,118,8,1,DL2,4,CU45
10002434,Aldene,9.6,340,114,6,1,DL1,5,CU37
10002435,Arcola,9.8,331,112,9,1,DL2,5,CU33
10002436,Arietta,9.2,320,110,8,1,DL2,5,CU82
10002437,Avery,8.4,299,106,6.5,0,DL1,2,CU79
10002438,Bernadene,7.8,300,105,8,0,DL2,1,CU31
10002439,Bernyce,7.5,304,105,8,0,DL1,1,CU80
10002440,Bob,7.7,307,108,6.5,0,DL1,2,CU27
10002441,Bobie,8,308,110,8.5,1,DL2,3,CU63
10002442,Burnetta,8.2,316,105,8.5,1,DL2,2,CU7
10002443,Carita,8.5,313,107,6.5,1,DL1,2,CU49
10002444,Carletta,9.1,332,117,6,0,DL3,4,CU77
10002445,Charley,9.4,326,113,8,1,DL3,5,CU25
10002446,Chessie,9.1,322,110,6.5,1,DL3,5,CU39
10002447,Clarise,9.3,329,114,6,1,DL2,5,CU24
10002448,Clarisse,9.7,339,119,8,0,DL3,5,CU8
10002449,Claude,8.85,321,110,7.5,1,DL3,3,CU14
10002450,Clyda,8.4,327,111,8.5,1,DL2,4,CU86
10002451,Concettina,8.3,313,98,6.5,1,DL3,3,CU67
10002452,Conchetta,7.9,312,100,9,1,DL1,2,CU14
10002453,Courtney,8,334,116,9,1,DL1,4,CU78
10002454,Cressie,8.1,324,112,8,1,DL2,4,CU68
10002455,Curley,8,322,110,6.5,0,DL3,3,CU2
10002456,Debbie,7.7,320,103,9,0,DL1,3,CU79
10002457,Dewey,7.4,316,102,8.5,0,DL2,3,CU37
10002458,Edda,7.6,298,99,6,0,DL1,2,CU82
10002459,Edmonia,6.8,300,99,8,1,DL2,1,CU62
