Applicant Id,Applicant Name,UID,CGPA,GRE,TOEFL,IELTS,Course Name,R_ID,Universities Applied,Degree_ID,CID,Status_ID
10001553,Roselle,100739,8.06,303,100,8,Marketing,RP-1,2,DL2,CU41,S-1
10001554,Ruthann,100696,8.17,300,102,9,Business Ethics,RP-2,3,DL3,CU34,S-2
10001554,Ruthann,100754,8.17,300,102,9,Business Ethics,RP-2,3,DL3,CU85,S-1
10001554,Ruthann,100966,8.17,300,102,9,Business Ethics,RP-2,3,DL3,CU7,S-1
10001555,Vernetta,1001168,7.67,297,98,8,Biomedical Engineering,RP-2,2,DL1,CU46,S-2
10001555,Vernetta,1001293,7.67,297,98,8,Biomedical Engineering,RP-2,2,DL1,CU7,S-2
10001556,Willis,100734,8.12,317,106,7,Quantitative Analysis for Business,RP-2,2,DL3,CU60,S-2
10001556,Willis,100176,8.12,317,106,7,Quantitative Analysis for Business,RP-2,2,DL3,CU79,S-1
10001557,Zada,100956,8.77,327,109,6.5,Civil Engineering,RP-1,3,DL1,CU17,S-2
10001557,Zada,100896,8.77,327,109,6.5,Civil Engineering,RP-1,3,DL1,CU21,S-2
10001557,Zada,1001121,8.77,327,109,6.5,Civil Engineering,RP-1,3,DL1,CU5,S-2
10001558,Ammie,100128,7.89,301,104,6,Leadership and Management,RP-1,2,DL3,CU75,S-2
10001558,Ammie,1001014,7.89,301,104,6,Leadership and Management,RP-1,2,DL3,CU16,S-1
10001559,Arnetta,1001168,7.64,314,105,6,Biomedical Engineering,RP-2,2,DL2,CU46,S-1
10001559,Arnetta,100451,7.64,314,105,6,Biomedical Engineering,RP-2,2,DL2,CU65,S-1
10001560,Aubrey,1001291,8.44,321,107,6.5,Education,RP-2,2,DL2,CU64,S-2
10001560,Aubrey,100170,8.44,321,107,6.5,Education,RP-2,2,DL2,CU41,S-1
10001561,Bill,10047,8.64,322,110,6.5,Statistics,RP-1,3,DL1,CU26,S-2
10001561,Bill,100992,8.64,322,110,6.5,Statistics,RP-1,3,DL1,CU68,S-2
10001561,Bill,100956,8.64,322,110,6.5,Statistics,RP-1,3,DL1,CU17,S-2
10001562,Corrie,100605,9.54,334,116,9,Civil Engineering,RP-1,4,DL1,CU61,S-1
10001562,Corrie,100978,9.54,334,116,9,Civil Engineering,RP-1,4,DL1,CU35,S-1
10001562,Corrie,100909,9.54,334,116,9,Civil Engineering,RP-1,4,DL1,CU71,S-1
10001562,Corrie,1001089,9.54,334,116,9,Civil Engineering,RP-1,4,DL1,CU96,S-2
10001563,Daphine,1001008,9.23,338,115,8.5,History,RP-1,5,DL2,CU27,S-1
10001563,Daphine,1001255,9.23,338,115,8.5,History,RP-1,5,DL2,CU38,S-1
10001563,Daphine,1001298,9.23,338,115,8.5,History,RP-1,5,DL2,CU11,S-1
10001563,Daphine,100460,9.23,338,115,8.5,History,RP-1,5,DL2,CU37,S-1
10001563,Daphine,100588,9.23,338,115,8.5,History,RP-1,5,DL2,CU53,S-1
10001564,Ema,100584,8.36,306,103,6,Statistics,RP-2,2,DL2,CU55,S-1
10001564,Ema,100591,8.36,306,103,6,Statistics,RP-2,2,DL2,CU56,S-1
10001565,Ettie,1001238,8.9,313,102,9,Civil Engineering,RP-1,3,DL1,CU23,S-1
10001565,Ettie,1001168,8.9,313,102,9,Civil Engineering,RP-1,3,DL1,CU46,S-2
10001565,Ettie,100648,8.9,313,102,9,Civil Engineering,RP-1,3,DL1,CU61,S-1
10001566,Jerline,100556,9.17,330,114,8,Mathematics,RP-1,4,DL1,CU92,S-1
10001566,Jerline,100105,9.17,330,114,8,Mathematics,RP-1,4,DL1,CU54,S-2
10001566,Jerline,100369,9.17,330,114,8,Mathematics,RP-1,4,DL1,CU93,S-1
10001566,Jerline,100704,9.17,330,114,8,Mathematics,RP-1,4,DL1,CU61,S-2
10001567,Jule,1001163,8.34,320,104,8.5,Computer Science,RP-1,3,DL2,CU28,S-1
10001567,Jule,100447,8.34,320,104,8.5,Computer Science,RP-1,3,DL2,CU89,S-1
10001567,Jule,100601,8.34,320,104,8.5,Computer Science,RP-1,3,DL2,CU3,S-1
10001568,Lala,1001158,7.46,311,98,6.5,Strategic Management,RP-2,1,DL3,CU45,S-1
10001569,Lanell,100906,7.88,298,92,6,Financial Accounting,RP-2,1,DL3,CU72,S-1
10001570,Leanora,100998,8.03,301,98,8.5,Financial Accounting,RP-1,1,DL3,CU88,S-2
10001571,Lorina,100705,8.24,310,103,7.5,Statistics,RP-2,2,DL1,CU61,S-2
10001571,Lorina,1001240,8.24,310,103,7.5,Statistics,RP-2,2,DL1,CU6,S-2
10001572,Lu,1001259,9.22,324,110,9,Data Science,RP-1,3,DL1,CU38,S-1
10001572,Lu,1001288,9.22,324,110,9,Data Science,RP-1,3,DL1,CU28,S-2
10001572,Lu,1001259,9.22,324,110,9,Data Science,RP-1,3,DL1,CU38,S-2
10001573,Marna,100648,9.62,336,119,7.5,Supply Chain Management,RP-1,4,DL3,CU61,S-2
10001573,Marna,100731,9.62,336,119,7.5,Supply Chain Management,RP-1,4,DL3,CU32,S-1
10001573,Marna,1001039,9.62,336,119,7.5,Supply Chain Management,RP-1,4,DL3,CU25,S-1
10001573,Marna,1001192,9.62,336,119,7.5,Supply Chain Management,RP-1,4,DL3,CU74,S-1
10001574,Neomia,1001123,8.54,321,109,7.5,Computer Science,RP-1,3,DL1,CU57,S-1
10001574,Neomia,1001121,8.54,321,109,7.5,Computer Science,RP-1,3,DL1,CU5,S-2
10001574,Neomia,100855,8.54,321,109,7.5,Computer Science,RP-1,3,DL1,CU49,S-2
10001575,Olean,1001296,7.65,315,105,7.5,Data Science,RP-2,2,DL1,CU67,S-2
10001575,Olean,100443,7.65,315,105,7.5,Data Science,RP-2,2,DL1,CU43,S-1
10001576,Onnie,1001260,7.66,304,101,6.5,Electrical Engineering,RP-2,2,DL1,CU22,S-1
10001576,Onnie,100504,7.66,304,101,6.5,Electrical Engineering,RP-2,2,DL1,CU79,S-1
10001577,Rosabelle,1001259,7.43,297,96,6,Statistics,RP-2,2,DL1,CU38,S-1
10001577,Rosabelle,100623,7.43,297,96,6,Statistics,RP-2,2,DL1,CU21,S-2
10001578,Roselee,1001122,7.56,290,100,7,Psychology,RP-2,1,DL2,CU63,S-1
10001579,Rufina,100370,7.65,303,98,7,Electrical Engineering,RP-2,1,DL2,CU43,S-2
10001580,Seena,100822,8.43,311,99,8,Mechanical Engineering,RP-1,1,DL1,CU34,S-1
10001581,Venus,1001086,8.84,322,104,7.5,International Business,RP-1,3,DL3,CU79,S-1
10001581,Venus,100515,8.84,322,104,7.5,International Business,RP-1,3,DL3,CU94,S-1
10001581,Venus,100899,8.84,322,104,7.5,International Business,RP-1,3,DL3,CU63,S-1
10001582,Verba,1001168,8.67,319,105,7,Marketing Management,RP-1,3,DL3,CU46,S-1
10001582,Verba,100990,8.67,319,105,7,Marketing Management,RP-1,3,DL3,CU78,S-2
10001582,Verba,100316,8.67,319,105,7,Marketing Management,RP-1,3,DL3,CU74,S-1
10001583,Vertie,1001006,9.15,324,110,9,Statistics,RP-1,4,DL1,CU18,S-1
10001583,Vertie,1001175,9.15,324,110,9,Statistics,RP-1,4,DL1,CU45,S-1
10001583,Vertie,100803,9.15,324,110,9,Statistics,RP-1,4,DL1,CU6,S-1
10001583,Vertie,1001228,9.15,324,110,9,Statistics,RP-1,4,DL1,CU91,S-1
10001584,Wanetta,1001175,8.26,300,100,6,Data Science,RP-2,3,DL2,CU45,S-1
10001584,Wanetta,10064,8.26,300,100,6,Data Science,RP-2,3,DL2,CU83,S-2
10001584,Wanetta,100875,8.26,300,100,6,Data Science,RP-2,3,DL2,CU23,S-1
10001585,Yola,1001260,9.74,340,113,7,Cost Accounting,RP-1,4,DL3,CU22,S-1
10001585,Yola,1001291,9.74,340,113,7,Cost Accounting,RP-1,4,DL3,CU64,S-2
10001585,Yola,1001294,9.74,340,113,7,Cost Accounting,RP-1,4,DL3,CU47,S-2
10001585,Yola,100899,9.74,340,113,7,Cost Accounting,RP-1,4,DL3,CU63,S-1
10001586,Alexandria,100925,9.82,335,117,6,Project Management,RP-1,5,DL3,CU4,S-2
10001586,Alexandria,100529,9.82,335,117,6,Project Management,RP-1,5,DL3,CU96,S-1
10001586,Alexandria,1001272,9.82,335,117,6,Project Management,RP-1,5,DL3,CU24,S-2
10001586,Alexandria,1001115,9.82,335,117,6,Project Management,RP-1,5,DL3,CU60,S-1
10001586,Alexandria,1001100,9.82,335,117,6,Project Management,RP-1,5,DL3,CU18,S-2
10001587,Annamay,100489,7.96,302,101,6.5,Statistics,RP-2,2,DL1,CU73,S-1
10001587,Annamay,1001065,7.96,302,101,6.5,Statistics,RP-2,2,DL1,CU11,S-2
10001588,Arlys,1001286,8.1,307,105,8.5,Information Technology,RP-2,2,DL2,CU36,S-2
10001588,Arlys,1001150,8.1,307,105,8.5,Information Technology,RP-2,2,DL2,CU59,S-1
10001589,Bernell,100753,7.8,296,97,8.5,Physics,RP-2,2,DL2,CU77,S-1
10001589,Bernell,100258,7.8,296,97,8.5,Physics,RP-2,2,DL2,CU48,S-2
10001590,Bonna,100370,8.44,320,108,8,Civil Engineering,RP-1,3,DL1,CU43,S-1
10001590,Bonna,100164,8.44,320,108,8,Civil Engineering,RP-1,3,DL1,CU89,S-2
10001590,Bonna,100289,8.44,320,108,8,Civil Engineering,RP-1,3,DL1,CU55,S-2
10001591,Christena,100960,8.24,314,102,7,Supply Chain Management,RP-2,2,DL3,CU70,S-1
10001591,Christena,100183,8.24,314,102,7,Supply Chain Management,RP-2,2,DL3,CU14,S-2
10001592,Daisey,100208,8.65,318,106,6.5,Cost Accounting,RP-2,3,DL3,CU41,S-1
10001592,Daisey,100782,8.65,318,106,6.5,Cost Accounting,RP-2,3,DL3,CU76,S-2
10001592,Daisey,100182,8.65,318,106,6.5,Cost Accounting,RP-2,3,DL3,CU12,S-2
10001593,Elga,100583,9.12,326,112,7,Electrical Engineering,RP-1,4,DL1,CU15,S-1
10001593,Elga,1001104,9.12,326,112,7,Electrical Engineering,RP-1,4,DL1,CU35,S-1
10001593,Elga,1001276,9.12,326,112,7,Electrical Engineering,RP-1,4,DL1,CU53,S-1
10001593,Elga,100978,9.12,326,112,7,Electrical Engineering,RP-1,4,DL1,CU35,S-1
10001594,Fernande,100685,8.76,317,104,7.5,Mathematics,RP-2,2,DL1,CU59,S-1
10001594,Fernande,100655,8.76,317,104,7.5,Mathematics,RP-2,2,DL1,CU21,S-1
10001595,Ginger,100956,9.23,329,111,6.5,Aerospace Engineering,RP-1,4,DL2,CU17,S-1
10001595,Ginger,100391,9.23,329,111,6.5,Aerospace Engineering,RP-1,4,DL2,CU7,S-2
10001595,Ginger,1001125,9.23,329,111,6.5,Aerospace Engineering,RP-1,4,DL2,CU82,S-2
10001595,Ginger,100526,9.23,329,111,6.5,Aerospace Engineering,RP-1,4,DL2,CU82,S-2
10001596,Helon,100912,9.04,324,110,7.5,Entrepreneurship,RP-1,3,DL3,CU57,S-2
10001596,Helon,100942,9.04,324,110,7.5,Entrepreneurship,RP-1,3,DL3,CU56,S-2
10001596,Helon,1001158,9.04,324,110,7.5,Entrepreneurship,RP-1,3,DL3,CU45,S-1
10001597,Honey,100942,9.11,325,107,6.5,Economics for Business,RP-1,3,DL3,CU56,S-2
10001597,Honey,100542,9.11,325,107,6.5,Economics for Business,RP-1,3,DL3,CU41,S-1
10001597,Honey,1001246,9.11,325,107,6.5,Economics for Business,RP-1,3,DL3,CU36,S-2
10001598,Jesus,1001058,9.45,330,116,6.5,Mathematics,RP-1,4,DL1,CU69,S-2
10001598,Jesus,1001125,9.45,330,116,6.5,Mathematics,RP-1,4,DL1,CU82,S-1
10001598,Jesus,100791,9.45,330,116,6.5,Mathematics,RP-1,4,DL1,CU70,S-1
10001598,Jesus,100330,9.45,330,116,6.5,Mathematics,RP-1,4,DL1,CU14,S-1
10001599,Lanelle,100180,8.78,312,103,6.5,Electrical Engineering,RP-2,3,DL2,CU87,S-1
10001599,Lanelle,100361,8.78,312,103,6.5,Electrical Engineering,RP-2,3,DL2,CU54,S-2
10001599,Lanelle,100142,8.78,312,103,6.5,Electrical Engineering,RP-2,3,DL2,CU52,S-1
10001600,Lavonia,100225,9.66,333,117,7.5,Operations Management,RP-1,4,DL3,CU97,S-1
10001600,Lavonia,1001274,9.66,333,117,7.5,Operations Management,RP-1,4,DL3,CU76,S-1
10001600,Lavonia,100106,9.66,333,117,7.5,Operations Management,RP-1,4,DL3,CU72,S-1
10001600,Lavonia,1001214,9.66,333,117,7.5,Operations Management,RP-1,4,DL3,CU78,S-2
10001601,Lindy,1001036,9.65,337,118,6.5,Economics for Business,RP-1,4,DL3,CU76,S-2
10001601,Lindy,100683,9.65,337,118,6.5,Economics for Business,RP-1,4,DL3,CU4,S-2
10001601,Lindy,100916,9.65,337,118,6.5,Economics for Business,RP-1,4,DL3,CU60,S-2
10001601,Lindy,1001114,9.65,337,118,6.5,Economics for Business,RP-1,4,DL3,CU4,S-1
10001602,Lorayne,1001095,8.87,324,107,7,Biology,RP-1,4,DL2,CU6,S-2
10001602,Lorayne,1001207,8.87,324,107,7,Biology,RP-1,4,DL2,CU73,S-1
10001602,Lorayne,1001294,8.87,324,107,7,Biology,RP-1,4,DL2,CU47,S-1
10001602,Lorayne,1001125,8.87,324,107,7,Biology,RP-1,4,DL2,CU82,S-2
10001603,Magdaline,100446,8,316,104,6,Human Resource Management,RP-1,3,DL3,CU6,S-1
10001603,Magdaline,100528,8,316,104,6,Human Resource Management,RP-1,3,DL3,CU54,S-1
10001603,Magdaline,1001277,8,316,104,6,Human Resource Management,RP-1,3,DL3,CU91,S-1
10001604,Marcelyn,100750,8.67,322,110,8.5,Cost Accounting,RP-1,3,DL3,CU74,S-2
10001604,Marcelyn,1001291,8.67,322,110,8.5,Cost Accounting,RP-1,3,DL3,CU64,S-1
10001604,Marcelyn,1001012,8.67,322,110,8.5,Cost Accounting,RP-1,3,DL3,CU50,S-1
10001605,Meda,100308,8.21,314,103,7,Electrical Engineering,RP-2,2,DL2,CU49,S-2
10001605,Meda,1001211,8.21,314,103,7,Electrical Engineering,RP-2,2,DL2,CU10,S-2
10001606,Melanie,1001296,9.34,330,115,9,Political Science,RP-1,5,DL2,CU67,S-1
10001606,Melanie,100666,9.34,330,115,9,Political Science,RP-1,5,DL2,CU89,S-1
10001606,Melanie,100468,9.34,330,115,9,Political Science,RP-1,5,DL2,CU53,S-2
10001606,Melanie,100369,9.34,330,115,9,Political Science,RP-1,5,DL2,CU93,S-2
10001606,Melanie,1001177,9.34,330,115,9,Political Science,RP-1,5,DL2,CU58,S-2
10001607,Melrose,100200,8.2,321,109,6,Entrepreneurship,RP-1,3,DL3,CU43,S-1
10001607,Melrose,100719,8.2,321,109,6,Entrepreneurship,RP-1,3,DL3,CU32,S-1
10001607,Melrose,1001237,8.2,321,109,6,Entrepreneurship,RP-1,3,DL3,CU39,S-1
10001608,Meriam,100345,7.9,308,101,8.5,Biomedical Engineering,RP-2,2,DL1,CU1,S-1
10001608,Meriam,100786,7.9,308,101,8.5,Biomedical Engineering,RP-2,2,DL1,CU91,S-1
10001609,Pearlean,1001274,8,302,102,9,Information Systems,RP-2,1,DL3,CU76,S-1
10001610,Rossie,1001242,8.6,323,108,8,Mathematics,RP-2,3,DL1,CU36,S-2
10001610,Rossie,1001148,8.6,323,108,8,Mathematics,RP-2,3,DL1,CU36,S-2
10001610,Rossie,100740,8.6,323,108,8,Mathematics,RP-2,3,DL1,CU49,S-2
10001611,Ruther,100267,8.4,325,106,9,Economics for Business,RP-1,3,DL3,CU92,S-1
10001611,Ruther,10070,8.4,325,106,9,Economics for Business,RP-1,3,DL3,CU52,S-2
10001611,Ruther,100981,8.4,325,106,9,Economics for Business,RP-1,3,DL3,CU7,S-1
10001612,Stasia,100923,9,327,111,9,Data Science,RP-1,4,DL2,CU72,S-2
10001612,Stasia,1001172,9,327,111,9,Data Science,RP-1,4,DL2,CU90,S-1
10001612,Stasia,100576,9,327,111,9,Data Science,RP-1,4,DL2,CU62,S-2
10001612,Stasia,1001296,9,327,111,9,Data Science,RP-1,4,DL2,CU67,S-2
10001613,Sydell,1001056,9.1,328,112,7,Statistics,RP-1,4,DL1,CU77,S-2
10001613,Sydell,100289,9.1,328,112,7,Statistics,RP-1,4,DL1,CU55,S-1
10001613,Sydell,100225,9.1,328,112,7,Statistics,RP-1,4,DL1,CU97,S-2
10001613,Sydell,100508,9.1,328,112,7,Statistics,RP-1,4,DL1,CU12,S-1
10001614,Veva,100626,8,307,109,8.5,Statistics,RP-1,3,DL1,CU79,S-1
10001614,Veva,1001260,8,307,109,8.5,Statistics,RP-1,3,DL1,CU22,S-2
10001614,Veva,1001238,8,307,109,8.5,Statistics,RP-1,3,DL1,CU23,S-2
10001615,Virgia,1001168,8.2,311,104,6.5,Information Systems,RP-1,3,DL3,CU46,S-1
10001615,Virgia,1001121,8.2,311,104,6.5,Information Systems,RP-1,3,DL3,CU5,S-1
10001615,Virgia,100878,8.2,311,104,6.5,Information Systems,RP-1,3,DL3,CU49,S-1
10001616,Virgil,100576,8.3,314,105,8.5,Project Management,RP-2,3,DL3,CU62,S-2
10001616,Virgil,100916,8.3,314,105,8.5,Project Management,RP-2,3,DL3,CU60,S-2
10001616,Virgil,1001237,8.3,314,105,8.5,Project Management,RP-2,3,DL3,CU39,S-2
10001617,Wyona,1001175,8.7,317,107,6.5,Mathematics,RP-2,3,DL1,CU45,S-1
10001617,Wyona,1001211,8.7,317,107,6.5,Mathematics,RP-2,3,DL1,CU10,S-2
10001617,Wyona,100640,8.7,317,107,6.5,Mathematics,RP-2,3,DL1,CU42,S-1
10001618,Aggie,1001154,8,319,106,7,Information Technology,RP-1,3,DL1,CU90,S-1
10001618,Aggie,1001175,8,319,106,7,Information Technology,RP-1,3,DL1,CU45,S-1
10001618,Aggie,100942,8,319,106,7,Information Technology,RP-1,3,DL1,CU56,S-2
10001619,Albertina,1001233,8.8,318,110,7,Financial Accounting,RP-2,3,DL3,CU73,S-1
10001619,Albertina,10088,8.8,318,110,7,Financial Accounting,RP-2,3,DL3,CU14,S-2
10001619,Albertina,100859,8.8,318,110,7,Financial Accounting,RP-2,3,DL3,CU32,S-2
10001620,Amada,100795,8.5,303,102,9,Aerospace Engineering,RP-2,3,DL2,CU58,S-2
10001620,Amada,100416,8.5,303,102,9,Aerospace Engineering,RP-2,3,DL2,CU54,S-2
10001620,Amada,100225,8.5,303,102,9,Aerospace Engineering,RP-2,3,DL2,CU97,S-2
10001621,Amber,100545,7.9,312,107,7.5,Electrical Engineering,RP-1,3,DL2,CU96,S-2
10001621,Amber,1001237,7.9,312,107,7.5,Electrical Engineering,RP-1,3,DL2,CU39,S-1
10001621,Amber,100477,7.9,312,107,7.5,Electrical Engineering,RP-1,3,DL2,CU48,S-1
10001622,Arleta,1001148,8.4,325,114,6.5,Computer Science,RP-2,4,DL1,CU36,S-2
10001622,Arleta,1001093,8.4,325,114,6.5,Computer Science,RP-2,4,DL1,CU21,S-1
10001622,Arleta,100528,8.4,325,114,6.5,Computer Science,RP-2,4,DL1,CU54,S-2
10001622,Arleta,1001243,8.4,325,114,6.5,Computer Science,RP-2,4,DL1,CU11,S-1
10001623,Candelaria,100576,9.5,328,116,9,Entrepreneurship,RP-1,5,DL3,CU62,S-1
10001623,Candelaria,1001069,9.5,328,116,9,Entrepreneurship,RP-1,5,DL3,CU32,S-2
10001623,Candelaria,1001026,9.5,328,116,9,Entrepreneurship,RP-1,5,DL3,CU49,S-2
10001623,Candelaria,100373,9.5,328,116,9,Entrepreneurship,RP-1,5,DL3,CU65,S-1
10001623,Candelaria,1001113,9.5,328,116,9,Entrepreneurship,RP-1,5,DL3,CU76,S-1
10001624,Carlota,100669,9.7,334,119,7.5,Leadership and Management,RP-1,5,DL3,CU81,S-2
10001624,Carlota,100403,9.7,334,119,7.5,Leadership and Management,RP-1,5,DL3,CU68,S-1
10001624,Carlota,100276,9.7,334,119,7.5,Leadership and Management,RP-1,5,DL3,CU49,S-1
10001624,Carlota,1001266,9.7,334,119,7.5,Leadership and Management,RP-1,5,DL3,CU4,S-1
10001624,Carlota,100748,9.7,334,119,7.5,Leadership and Management,RP-1,5,DL3,CU41,S-1
10001625,Cathern,100554,9.8,336,119,9,Statistics,RP-1,5,DL1,CU66,S-1
10001625,Cathern,1001121,9.8,336,119,9,Statistics,RP-1,5,DL1,CU5,S-2
10001625,Cathern,100891,9.8,336,119,9,Statistics,RP-1,5,DL1,CU13,S-2
10001625,Cathern,100998,9.8,336,119,9,Statistics,RP-1,5,DL1,CU88,S-1
10001625,Cathern,1001007,9.8,336,119,9,Statistics,RP-1,5,DL1,CU33,S-2
10001626,Catheryn,100949,9.6,340,120,7,Business Communication,RP-1,5,DL3,CU35,S-2
10001626,Catheryn,1001077,9.6,340,120,7,Business Communication,RP-1,5,DL3,CU76,S-1
10001626,Catheryn,100542,9.6,340,120,7,Business Communication,RP-1,5,DL3,CU41,S-1
10001626,Catheryn,100433,9.6,340,120,7,Business Communication,RP-1,5,DL3,CU42,S-1
10001626,Catheryn,1001163,9.6,340,120,7,Business Communication,RP-1,5,DL3,CU28,S-1
10001627,Dagmar,1001058,8.8,322,109,6.5,Sociology,RP-2,5,DL2,CU69,S-2
10001627,Dagmar,100209,8.8,322,109,6.5,Sociology,RP-2,5,DL2,CU52,S-1
10001627,Dagmar,1001259,8.8,322,109,6.5,Sociology,RP-2,5,DL2,CU38,S-1
10001627,Dagmar,100265,8.8,322,109,6.5,Sociology,RP-2,5,DL2,CU31,S-1
10001627,Dagmar,100923,8.8,322,109,6.5,Sociology,RP-2,5,DL2,CU72,S-1
10001628,Dorma,100992,7.5,298,98,7.5,Mechanical Engineering,RP-1,2,DL1,CU68,S-2
10001628,Dorma,100651,7.5,298,98,7.5,Mechanical Engineering,RP-1,2,DL1,CU26,S-1
10001629,Duane,100471,7.2,295,93,6.5,Economics for Business,RP-2,1,DL3,CU48,S-1
10001630,Elfreda,100880,7.3,310,99,6,Business Ethics,RP-2,2,DL3,CU40,S-2
10001630,Elfreda,100673,7.3,310,99,6,Business Ethics,RP-2,2,DL3,CU66,S-1
10001631,Eulene,100987,8.1,300,97,8,Computer Science,RP-1,2,DL1,CU74,S-2
10001631,Eulene,100685,8.1,300,97,8,Computer Science,RP-1,2,DL1,CU59,S-1
10001632,Evlyn,100589,8.3,327,103,8,Economics for Business,RP-1,3,DL3,CU75,S-2
10001632,Evlyn,1001298,8.3,327,103,8,Economics for Business,RP-1,3,DL3,CU11,S-1
10001632,Evlyn,100313,8.3,327,103,8,Economics for Business,RP-1,3,DL3,CU83,S-1
10001633,Floella,100947,9.4,338,118,7,Entrepreneurship,RP-1,4,DL3,CU50,S-2
10001633,Floella,1001011,9.4,338,118,7,Entrepreneurship,RP-1,4,DL3,CU16,S-1
10001633,Floella,100952,9.4,338,118,7,Entrepreneurship,RP-1,4,DL3,CU92,S-1
10001633,Floella,100916,9.4,338,118,7,Entrepreneurship,RP-1,4,DL3,CU60,S-1
10001634,Gabrielle,1001272,9.6,340,114,6.5,Operations Management,RP-1,5,DL3,CU24,S-2
10001634,Gabrielle,1001169,9.6,340,114,6.5,Operations Management,RP-1,5,DL3,CU90,S-1
10001634,Gabrielle,100286,9.6,340,114,6.5,Operations Management,RP-1,5,DL3,CU65,S-1
10001634,Gabrielle,1001294,9.6,340,114,6.5,Operations Management,RP-1,5,DL3,CU47,S-1
10001634,Gabrielle,1001025,9.6,340,114,6.5,Operations Management,RP-1,5,DL3,CU35,S-2
10001635,Gaynelle,100753,9.8,331,112,8.5,Data Science,RP-1,5,DL2,CU77,S-2
10001635,Gaynelle,100591,9.8,331,112,8.5,Data Science,RP-1,5,DL2,CU56,S-1
10001635,Gaynelle,1001158,9.8,331,112,8.5,Data Science,RP-1,5,DL2,CU45,S-2
10001635,Gaynelle,100316,9.8,331,112,8.5,Data Science,RP-1,5,DL2,CU74,S-1
10001635,Gaynelle,100938,9.8,331,112,8.5,Data Science,RP-1,5,DL2,CU59,S-1
10001636,Genell,100795,9.2,320,110,7.5,Mathematics,RP-1,5,DL2,CU58,S-2
10001636,Genell,100876,9.2,320,110,7.5,Mathematics,RP-1,5,DL2,CU11,S-2
10001636,Genell,100447,9.2,320,110,7.5,Mathematics,RP-1,5,DL2,CU89,S-1
10001636,Genell,100672,9.2,320,110,7.5,Mathematics,RP-1,5,DL2,CU32,S-2
10001636,Genell,1001058,9.2,320,110,7.5,Mathematics,RP-1,5,DL2,CU69,S-1
10001637,Gina,1001168,8.4,299,106,8,Aerospace Engineering,RP-2,2,DL1,CU46,S-1
10001637,Gina,100947,8.4,299,106,8,Aerospace Engineering,RP-2,2,DL1,CU50,S-1
10001638,Glennis,100771,7.8,300,105,8.5,History,RP-2,1,DL2,CU75,S-1
10001639,Hideko,100825,7.5,304,105,6.5,Aerospace Engineering,RP-2,1,DL2,CU95,S-1
10001640,Hildreth,1001064,7.7,307,108,9,Corporate Finance,RP-2,2,DL3,CU28,S-2
10001640,Hildreth,100597,7.7,307,108,9,Corporate Finance,RP-2,2,DL3,CU2,S-1
10001641,Ingeborg,100870,8,308,110,7,Project Management,RP-1,3,DL3,CU12,S-2
10001641,Ingeborg,1001237,8,308,110,7,Project Management,RP-1,3,DL3,CU39,S-1
10001641,Ingeborg,100345,8,308,110,7,Project Management,RP-1,3,DL3,CU1,S-1
10001642,Jennette,1001077,8.2,316,105,8,Business Communication,RP-1,2,DL3,CU76,S-1
10001642,Jennette,100786,8.2,316,105,8,Business Communication,RP-1,2,DL3,CU91,S-1
10001643,Jerrie,100623,8.5,313,107,6.5,Environmental Science,RP-1,2,DL2,CU21,S-1
10001643,Jerrie,1001065,8.5,313,107,6.5,Environmental Science,RP-1,2,DL2,CU11,S-2
10001644,Jesusita,100990,9.1,332,117,6,Aerospace Engineering,RP-2,4,DL1,CU78,S-1
10001644,Jesusita,100390,9.1,332,117,6,Aerospace Engineering,RP-2,4,DL1,CU7,S-1
10001644,Jesusita,1001047,9.1,332,117,6,Aerospace Engineering,RP-2,4,DL1,CU27,S-1
10001644,Jesusita,1001174,9.1,332,117,6,Aerospace Engineering,RP-2,4,DL1,CU92,S-1
10001645,Jimmy,1001260,9.4,326,113,7,Civil Engineering,RP-1,5,DL1,CU22,S-1
10001645,Jimmy,1001058,9.4,326,113,7,Civil Engineering,RP-1,5,DL1,CU69,S-2
10001645,Jimmy,100473,9.4,326,113,7,Civil Engineering,RP-1,5,DL1,CU71,S-2
10001645,Jimmy,1001093,9.4,326,113,7,Civil Engineering,RP-1,5,DL1,CU21,S-1
10001645,Jimmy,100938,9.4,326,113,7,Civil Engineering,RP-1,5,DL1,CU59,S-1
10001646,Lana,1001113,9.1,322,110,6,Data Science,RP-1,5,DL2,CU76,S-2
10001646,Lana,100472,9.1,322,110,6,Data Science,RP-1,5,DL2,CU52,S-1
10001646,Lana,100571,9.1,322,110,6,Data Science,RP-1,5,DL2,CU6,S-2
10001646,Lana,1001294,9.1,322,110,6,Data Science,RP-1,5,DL2,CU47,S-1
10001646,Lana,1001291,9.1,322,110,6,Data Science,RP-1,5,DL2,CU64,S-2
10001647,Leonarda,1001273,9.3,329,114,8.5,Civil Engineering,RP-1,5,DL1,CU72,S-2
10001647,Leonarda,100284,9.3,329,114,8.5,Civil Engineering,RP-1,5,DL1,CU12,S-2
10001647,Leonarda,100844,9.3,329,114,8.5,Civil Engineering,RP-1,5,DL1,CU68,S-1
10001647,Leonarda,100102,9.3,329,114,8.5,Civil Engineering,RP-1,5,DL1,CU80,S-1
10001647,Leonarda,100274,9.3,329,114,8.5,Civil Engineering,RP-1,5,DL1,CU75,S-2
